"gene","gene_name","dev_default","rank_default","dev_slide","rank_slide"
"ENSG00000187601","MAGEH1",64923.97024222,1892,64711.2692102687,1881
"ENSG00000147162","OGT",69014.5093457268,1697,68562.6283344292,1692
"ENSG00000229807","XIST",71554.1871412449,1549,67625.3083519063,1731
"ENSG00000182916","TCEAL7",76351.6230528932,1318,76180.6823112699,1298
"ENSG00000182195","LDOC1",65074.9189971251,1886,64834.2426793769,1873
"ENSG00000130821","SLC6A8",68959.7732675553,1699,68749.2734697852,1680
"ENSG00000185825","BCAP31",85465.1000439376,955,85393.8267630996,916
"ENSG00000196976","LAGE3",74561.1277206728,1397,73093.8304809375,1440
"ENSG00000117419","ERI3",86134.0403165928,926,85574.7035621408,903
"ENSG00000009307","CSDE1",91561.908090943,765,91197.8658681576,756
"ENSG00000058668","ATP2B4",80558.698704437,1127,80336.5999685257,1115
"ENSG00000170144","HNRNPA3",85944.3583675004,936,85404.762291813,915
"ENSG00000115677","HDLBP",77478.8924439211,1263,77386.8067732311,1240
"ENSG00000164054","SHISA5",67202.0145191396,1787,67135.9983590928,1755
"ENSG00000249915","PDCD6",74846.0846876413,1388,74728.128582509,1366
"ENSG00000204389","HSPA1A",277543.941196747,11,231191.776760774,15
"ENSG00000186480","INSIG1",61001.1571026823,2047,59879.49532449,2063
"ENSG00000213465","ARL2",91704.8088171533,762,90820.2779292263,768
"ENSG00000149428","HYOU1",61906.6407467606,2021,61766.0977872368,2009
"ENSG00000134294","SLC38A2",71445.3135430528,1559,70424.0548232747,1585
"ENSG00000034713","GABARAPL2",103356.555847596,510,102950.09808806,493
"ENSG00000141425","RPRD1A",73912.5280087507,1428,73447.7745817871,1416
"ENSG00000072062","PRKACA",72425.0754004732,1508,72266.4624060261,1492
"ENSG00000132002","DNAJB1",168953.147903027,38,145085.758378678,68
"ENSG00000125901","MRPS26",72928.2011642567,1480,72521.4718396619,1476
"ENSG00000100401","RANGAP1",87967.7732166707,864,87505.3775737656,850
"ENSG00000198034","RPS4X",127698.682828588,185,126326.323175905,171
"ENSG00000067606","PRKCZ",92338.6191517167,750,91679.3969215726,742
"ENSG00000143222","UFC1",66178.9647597452,1840,66051.3080374153,1819
"ENSG00000069275","NUCKS1",107029.043016471,440,103817.867694102,470
"ENSG00000162852","CNST",56594.4838621127,2095,56128.3716889364,2094
"ENSG00000144357","UBR3",59747.1998088924,2074,59314.6967559395,2074
"ENSG00000132153","DHX30",71135.4924632135,1584,70775.7242221388,1566
"ENSG00000198843","SELENOT",74172.9744047925,1413,73723.7247690491,1402
"ENSG00000064042","LIMCH1",69831.167271334,1646,69111.258491398,1656
"ENSG00000171530","TBCA",87210.4017177086,889,86455.3916500358,884
"ENSG00000204463","BAG6",71723.5812291992,1542,71594.3434286638,1524
"ENSG00000168216","LMBRD1",64258.4276056935,1928,63293.6157546304,1946
"ENSG00000118689","FOXO3",61857.7947456116,2023,61281.6256761428,2030
"ENSG00000105963","ADAP1",73273.0251849327,1456,73186.4713877306,1434
"ENSG00000106400","ZNHIT1",72966.6478556073,1477,72923.5178093286,1452
"ENSG00000095787","WAC",72180.4224216888,1519,71652.4912064081,1520
"ENSG00000138279","ANXA7",71814.3206225249,1540,71576.0407994001,1526
"ENSG00000095637","SORBS1",67348.29862392,1777,66601.8405123615,1787
"ENSG00000173511","VEGFB",72379.4499153677,1513,71810.0189335547,1511
"ENSG00000109956","B3GAT1",88682.3142011237,840,88241.0997137241,827
"ENSG00000059758","CDK17",60347.9546030854,2063,60067.3321225744,2057
"ENSG00000135108","FBXO21",61080.5056299232,2043,60775.3455217112,2038
"ENSG00000182196","ARL6IP4",93790.2172838872,708,93468.2030725322,688
"ENSG00000128951","DUT",66684.8551109405,1815,66473.7467647225,1795
"ENSG00000182774","RPS17",109146.015160256,404,108301.604574725,399
"ENSG00000170296","GABARAP",109634.050329858,397,109247.949544706,387
"ENSG00000181222","POLR2A",70732.1983749524,1603,70189.077382025,1599
"ENSG00000141027","NCOR1",71474.2514369006,1557,69745.7880962954,1624
"ENSG00000006125","AP2B1",82392.3619461684,1069,82305.180754548,1043
"ENSG00000188612","SUMO2",98881.0792913862,598,98659.1839552762,575
"ENSG00000099822","HCN2",67673.2510313666,1757,67635.3640776817,1730
"ENSG00000099864","PALM",85203.0571231253,965,84965.6129070321,940
"ENSG00000065000","AP3D1",72981.909995635,1475,72872.2030642127,1454
"ENSG00000176533","GNG7",68609.2145586942,1719,68512.7001043592,1696
"ENSG00000183248","PRR36",66764.6668953818,1811,66083.1925560453,1817
"ENSG00000105669","COPE",84130.0967072411,1002,83726.3579969571,996
"ENSG00000080845","DLGAP4",69512.047633559,1672,69396.9520259795,1640
"ENSG00000160310","PRMT2",71416.2698732309,1561,71129.7039200986,1549
"ENSG00000182944","EWSR1",71885.8857535705,1538,71212.8278720863,1540
"ENSG00000100379","KCTD17",66381.0977970209,1827,65894.5271906393,1824
"ENSG00000131584","ACAP3",77732.1767679587,1251,77002.5978088137,1257
"ENSG00000142686","C1orf216",64665.2308487426,1903,63905.1746991721,1917
"ENSG00000162368","CMPK1",63016.7095880545,1981,62449.16362748,1979
"ENSG00000159352","PSMD4",73670.7675827282,1437,73525.2058567546,1411
"ENSG00000160753","RUSC1",64544.8204088648,1910,64141.3115094758,1904
"ENSG00000134313","KIDINS220",73575.5421145593,1443,73301.331009992,1426
"ENSG00000138095","LRPPRC",66229.0257673032,1835,65889.4253115031,1825
"ENSG00000198925","ATG9A",63202.5191733852,1972,62944.7211918142,1959
"ENSG00000115694","STK25",77265.0274833997,1273,77174.1115331199,1250
"ENSG00000178057","NDUFAF3",80183.6839448772,1143,79734.7205216376,1135
"ENSG00000145494","NDUFS6",85993.2826463031,932,85623.3468388798,902
"ENSG00000164241","C5orf63",76576.3486576578,1310,66845.3188305032,1774
"ENSG00000170606","HSPA4",63763.4291440546,1951,63294.5955506165,1945
"ENSG00000119048","UBE2B",75475.0358537838,1359,75149.6865306746,1341
"ENSG00000112514","CUTA",93455.0951031402,720,92993.0054082524,699
"ENSG00000124733","MEA1",72135.8821030726,1524,71497.3819282284,1531
"ENSG00000127922","SEM1",73128.723912846,1465,72494.9605330473,1482
"ENSG00000172354","GNB2",82908.4151718733,1052,82315.5242161911,1042
"ENSG00000106278","PTPRZ1",76693.2877937627,1300,74870.7411094355,1358
"ENSG00000079459","FDFT1",74935.973616924,1382,74521.1283427895,1375
"ENSG00000120963","ZNF706",65739.0180477732,1858,65620.0931515152,1837
"ENSG00000122359","ANXA11",68848.7638397399,1710,68789.6656956538,1675
"ENSG00000175264","CHST1",76602.6879975562,1307,76161.6453387527,1299
"ENSG00000149357","LAMTOR1",79655.7664597116,1164,79257.9950917614,1154
"ENSG00000111667","USP5",67083.6801285842,1794,67018.1414682827,1760
"ENSG00000135439","AGAP2",77237.1774380774,1275,76627.2557838734,1277
"ENSG00000180304","OAZ2",75104.8391230783,1374,74880.8597655244,1357
"ENSG00000067221","STOML1",63895.2393096926,1943,63740.8871309989,1928
"ENSG00000074071","MRPS34",64071.324209187,1937,63570.5789414118,1936
"ENSG00000167972","ABCA3",69364.6533751771,1679,68965.8702175812,1666
"ENSG00000140992","PDPK1",67480.1342631626,1766,67238.2756090255,1751
"ENSG00000178952","TUFM",79189.0128696348,1181,79150.422468224,1159
"ENSG00000167515","TRAPPC2L",72424.7172998153,1509,71152.531301015,1547
"ENSG00000161960","EIF4A1",88474.2666627107,848,88284.7489494147,826
"ENSG00000131771","PPP1R1B",76414.9957301028,1317,75955.5215230113,1313
"ENSG00000037042","TUBG2",74578.9905248848,1396,74195.8266629482,1384
"ENSG00000005882","PDK2",69624.0048676921,1663,69260.4191323302,1647
"ENSG00000225663","MCRIP1",84978.4729917513,977,84747.8968789949,954
"ENSG00000134030","CTIF",63119.8778928855,1975,63037.6176667102,1953
"ENSG00000105583","WDR83OS",80401.0020666007,1136,80085.4619931279,1124
"ENSG00000179218","CALR",86707.5875489209,905,86130.847305448,895
"ENSG00000072958","AP1M1",68845.0575303745,1711,68611.4668195256,1689
"ENSG00000007080","CCDC124",72729.9024265566,1494,71716.0903309787,1514
"ENSG00000100994","PYGB",75670.6497035063,1350,75495.5908616774,1328
"ENSG00000160216","AGPAT3",63752.5370348767,1952,63723.8941007441,1930
"ENSG00000085224","ATRX",67716.9774127748,1753,66278.1867046647,1805
"ENSG00000157514","TSC22D3",70266.5504476827,1629,70193.1067317608,1598
"ENSG00000077549","CAPZB",83898.9613295745,1014,83832.6713591816,993
"ENSG00000127483","HP1BP3",75716.0677387497,1345,74827.1466510247,1362
"ENSG00000198830","HMGN2",73187.2417714797,1461,72645.7819327996,1468
"ENSG00000126698","DNAJC8",67851.1741324108,1747,67776.3950822087,1726
"ENSG00000117394","SLC2A1",66179.5110631536,1839,65614.4444657957,1838
"ENSG00000178104","PDE4DIP",77649.7556942512,1255,77334.4229257341,1244
"ENSG00000122218","COPA",67571.9562721065,1763,67289.21496075,1749
"ENSG00000197959","DNM3",75718.8397341495,1344,74541.2695086304,1371
"ENSG00000162910","MRPL55",70892.6066417066,1593,70077.7812021189,1604
"ENSG00000084676","NCOA1",60762.2789030021,2054,60026.1853671984,2058
"ENSG00000084710","EFR3B",64107.7113473719,1934,63736.1597668442,1929
"ENSG00000082153","BZW1",66131.4599878104,1843,65816.1926707019,1831
"ENSG00000114942","EEF1B2",98757.9068438506,600,98485.3902327886,581
"ENSG00000079246","XRCC5",66154.49941722,1842,65857.6130817429,1828
"ENSG00000168958","MFF",64598.9402092136,1906,64444.9607259877,1891
"ENSG00000130414","NDUFA10",78913.6952591151,1195,78364.5574322074,1197
"ENSG00000063660","GPC1",77085.1443918532,1283,76268.7498265177,1292
"ENSG00000213672","NCKIPSD",62341.8937231711,2006,61907.6646515936,2002
"ENSG00000176095","IP6K1",64890.7384284151,1896,64760.7101128785,1878
"ENSG00000248487","ABHD14A",71394.7047544279,1565,70890.3347842055,1563
"ENSG00000163902","RPN1",61470.1053335908,2039,61306.9424448649,2029
"ENSG00000158186","MRAS",64172.6415320138,1930,64111.8065193439,1907
"ENSG00000014824","SLC30A9",62449.7559279757,2003,62103.510450175,1993
"ENSG00000038382","TRIO",62259.1467582891,2008,62151.7893349912,1991
"ENSG00000154122","ANKH",73346.6466835022,1452,73277.6399777739,1428
"ENSG00000122203","KIAA1191",67958.0092527361,1745,67881.6165209378,1721
"ENSG00000169045","HNRNPH1",77907.1669327657,1244,77501.0740151881,1235
"ENSG00000137207","YIPF3",63979.7855326037,1939,63912.4102397843,1916
"ENSG00000123505","AMD1",68251.1622906313,1735,67943.2098350528,1717
"ENSG00000029363","BCLAF1",62570.4383897454,1996,62147.1107477637,1992
"ENSG00000008018","PSMB1",74638.7651799584,1394,74476.2521680711,1377
"ENSG00000146540","C7orf50",75136.0557752895,1372,74275.5932900556,1383
"ENSG00000106211","HSPB1",164308.747835389,45,150886.69329169,52
"ENSG00000133627","ACTR3B",57727.2857643777,2093,57547.3665358209,2089
"ENSG00000176595","KBTBD11",72288.577448046,1515,71889.4823578674,1505
"ENSG00000147526","TACC1",87497.4469736862,880,86959.9392917886,867
"ENSG00000164687","FABP5",76306.5848384245,1321,75241.1864066564,1338
"ENSG00000119318","RAD23B",69132.8703690343,1692,68948.7827933998,1668
"ENSG00000119396","RAB14",74583.3240171745,1395,74337.250227045,1382
"ENSG00000130723","PRRC2B",82201.0700606836,1075,82067.728589328,1052
"ENSG00000196642","RABL6",77019.6827333319,1288,76721.959738361,1269
"ENSG00000151150","ANK3",75888.0254132611,1340,75359.2395451334,1335
"ENSG00000079332","SAR1A",66628.726241247,1817,66513.2407479663,1792
"ENSG00000156113","KCNMA1",71893.6105995009,1537,71651.582041936,1521
"ENSG00000107874","CUEDC2",74898.5924907683,1385,74173.7374673896,1388
"ENSG00000174672","BRSK2",67035.747430331,1796,66658.4970086135,1786
"ENSG00000205531","NAP1L4",73765.5867196406,1433,73496.8163481946,1413
"ENSG00000205339","IPO7",61792.5858176603,2027,61351.2918329556,2025
"ENSG00000198168","SVIP",61742.2411230107,2028,61452.1972946287,2021
"ENSG00000149182","ARFGAP2",67686.1513861933,1756,67616.9934499275,1732
"ENSG00000149187","CELF1",62583.3267931629,1995,62003.5053648181,1999
"ENSG00000134825","TMEM258",81128.8492588484,1116,80511.9437256056,1110
"ENSG00000214753","HNRNPUL2",69627.6501773207,1662,69431.1818075012,1636
"ENSG00000172500","FIBP",71238.8184743402,1577,70291.6542703369,1593
"ENSG00000110367","DDX6",76329.9558389777,1319,75684.8769518166,1324
"ENSG00000151502","VPS26B",66231.6823780709,1834,66106.7785288174,1814
"ENSG00000004478","FKBP4",68581.4416901705,1722,68183.5640155839,1712
"ENSG00000139644","TMBIM6",105770.18900822,463,103291.643061156,484
"ENSG00000123360","PDE1B",60583.9787510693,2060,60253.4534911076,2049
"ENSG00000257727","CNPY2",66727.2420835686,1812,66556.9371903966,1790
"ENSG00000187109","NAP1L1",97222.4262445481,630,96513.278221996,623
"ENSG00000173064","HECTD4",62438.6217644527,2005,62295.8409118917,1984
"ENSG00000179295","PTPN11",75516.32786721,1356,74919.8779927614,1354
"ENSG00000150459","SAP18",89766.3871543488,813,89698.4272310064,795
"ENSG00000122042","UBL3",77491.7588238276,1260,76032.2294620066,1306
"ENSG00000258441","LINC00641",60965.373493314,2048,60790.939854973,2036
"ENSG00000100902","PSMA6",72014.0841307514,1531,71917.4576125551,1503
"ENSG00000100505","TRIM9",73609.8374420563,1441,73450.3182436819,1415
"ENSG00000100650","SRSF5",80683.4950927469,1124,80485.4938866752,1112
"ENSG00000078304","PPP2R5C",73564.1642415937,1444,73439.5890899896,1417
"ENSG00000166411","IDH3A",67007.7585377662,1798,66842.9071238019,1775
"ENSG00000140526","ABHD2",64101.3095670285,1935,63835.7510272267,1923
"ENSG00000086504","MRPL28",76096.9145345567,1331,75548.1426818068,1327
"ENSG00000260807","AC009041.2",64426.1603845353,1917,63554.9871868678,1937
"ENSG00000103275","UBE2I",64641.7604786329,1904,64579.6573283907,1886
"ENSG00000008710","PKD1",86772.3871571064,901,84238.1781791214,979
"ENSG00000167971","CASKIN1",70276.8563280777,1627,69998.3982910372,1609
"ENSG00000103495","MAZ",72412.9261601591,1511,72177.9583590894,1496
"ENSG00000141002","TCF25",82857.5794248768,1053,81293.902515137,1083
"ENSG00000174231","PRPF8",73083.2415449783,1468,72962.60733784,1446
"ENSG00000072778","ACADVL",73745.4486086839,1434,73174.3692288477,1435
"ENSG00000133030","MPRIP",83300.7733272458,1036,82941.2527434205,1021
"ENSG00000108840","HDAC5",78831.3788392161,1204,76948.6798798304,1261
"ENSG00000108848","LUC7L3",74743.1680139358,1391,73605.1614334826,1407
"ENSG00000266402","SNHG25",87500.1432715491,879,81368.3222549796,1079
"ENSG00000169727","GPS1",66898.2650475845,1805,66278.8729903457,1804
"ENSG00000141551","CSNK1D",65420.3910241611,1870,65340.0780888533,1849
"ENSG00000129968","ABHD17A",87102.8752021653,892,86332.5059845262,889
"ENSG00000185236","RAB11B",78708.610284411,1209,78576.2076300363,1186
"ENSG00000129351","ILF3",65775.1030181505,1852,65702.1944200169,1833
"ENSG00000105520","PLPPR2",71051.9482935696,1588,70911.7752868251,1561
"ENSG00000198356","GET3",62773.0075912633,1989,62657.661560098,1973
"ENSG00000008441","NFIX",80309.8425832525,1140,80012.869884612,1127
"ENSG00000011243","AKAP8L",61319.9222185999,2041,61138.3367707344,2033
"ENSG00000105662","CRTC1",65221.1323778779,1879,65056.3833883412,1863
"ENSG00000104852","SNRNP70",78061.5226090953,1237,76746.3645362088,1267
"ENSG00000131409","LRRC4B",71827.6207569587,1539,71575.8414060083,1527
"ENSG00000101365","IDH3B",64137.5375925272,1932,63655.7208274579,1932
"ENSG00000101400","SNTA1",76738.6892483485,1297,76061.0709499074,1304
"ENSG00000131051","RBM39",72047.1306943502,1530,71451.1412904499,1535
"ENSG00000155304","HSPA13",60822.9812494023,2053,60202.5530286454,2051
"ENSG00000070413","DGCR2",69951.4079332306,1641,69771.4176679321,1623
"ENSG00000100280","AP1B1",64100.6692773882,1936,64033.1744614976,1910
"ENSG00000173674","EIF1AX",75414.6589046739,1361,75000.2796156179,1348
"ENSG00000102225","CDK16",69873.8414356593,1645,69342.3698287698,1644
"ENSG00000102316","MAGED2",79353.1162955688,1172,79110.9111882243,1163
"ENSG00000133142","TCEAL4",85652.8542802826,946,85507.5225317178,907
"ENSG00000196507","TCEAL3",73644.9948321164,1439,73194.1205634593,1432
"ENSG00000067829","IDH3G",69687.6550635045,1657,69449.5372472299,1634
